filename,Transcript
speaker23_f_nn_utt01.wav,aku arep maca buku anyar ing perpustakaan
speaker23_f_nn_utt02.wav,adhiku nyuwun tulung didadekake tugas sekolah
speaker23_f_nn_utt03.wav,ibu lagi nyiapake panganan kanggo tamu sore iki
speaker23_f_nn_utt04.wav,bapak arep budhal kerja luwih awal dina iki
speaker23_f_nn_utt05.wav,kowe paring warta yen wis tekan omah ya
speaker23_f_nn_utt06.wav,aku lagi ngenteni bis ing halte ngarep pasar
speaker23_f_nn_utt07.wav,mbakyuku lagi ngresiki pekarangan mburi omah
speaker23_f_nn_utt08.wav,simbah nyuwun dijupukke banyu anget saka pawon
speaker23_f_nn_utt09.wav,aku kudu tuku sabun lan sampo ing warung
speaker23_f_nn_utt10.wav,kowe bisa nulungi aku mindhahke kursi iki ora
speaker23_f_nn_utt11.wav,aku kepengin istirahat amarga awakku rada kesel
speaker23_f_nn_utt12.wav,bapak tuku woh pirang pirang ing pasar tradisional
speaker23_f_nn_utt13.wav,adhiku lagi nonton film animasi neng ruang tamu
speaker23_f_nn_utt14.wav,aku ora bisa melu amarga wis ana jadwal liyane
speaker23_f_nn_utt15.wav,kowe ojo lali nggawa buku cathetan dina iki
speaker23_f_nn_utt16.wav,aku arep numpak sepur esuk banget kanggo menyang kantor
speaker23_f_nn_utt17.wav,ibu maringi dhawuh supaya aku reresik meja makan
speaker23_f_nn_utt18.wav,aku nemokake bolpoinku ing tas sekolah lawas
speaker23_f_nn_utt19.wav,kowe isa ngenteni aku sak menit bener yo
speaker23_f_nn_utt20.wav,bapak lagi ngobrol karo tangga ing teras omah
speaker23_f_nn_utt21.wav,simbah lagi maca wirid neng kamar mburi
speaker23_f_nn_utt22.wav,aku arep ngumbah piring sakwise rampung pangan
speaker23_f_nn_utt23.wav,mbakyuku lagi nglatih tarian kanggo acara desa
speaker23_f_nn_utt24.wav,aku arep tuku obat batuk neng apotek ngarep pasar
speaker23_f_nn_utt25.wav,kowe bisa mbantu nyiapake kursi kanggo rapat ora
speaker23_f_nn_utt26.wav,adhiku lagi nyoba sepatu anyar sing dituku ibu
speaker23_f_nn_utt27.wav,aku krungu swara motor mlebu pekarangan
speaker23_f_nn_utt28.wav,bapak nyuwun tulung didadekake teh anget
speaker23_f_nn_utt29.wav,aku lagi nggarap laporan kanggo dikumpulake sesuk
speaker23_f_nn_utt30.wav,kowe ayo padha lunga saiki sadurunge sore banget
speaker24_m_nn_utt01.wav,halo sapa iki
speaker24_m_nn_utt02.wav,aku pengin mangan
speaker24_m_nn_utt03.wav,aja lali turu cukup
speaker24_m_nn_utt04.wav,iku mencurigakan banget
speaker24_m_nn_utt05.wav,mengemudi ing trik aku
speaker24_m_nn_utt06.wav,luwih enem utawa pitung menit maneh
speaker24_m_nn_utt07.wav,ana pirang sasi ing langit
speaker24_m_nn_utt08.wav,kowe terlalu suwe
speaker24_m_nn_utt09.wav,aku wis memeringatkan kowe
speaker24_m_nn_utt10.wav,jajal matikan lan hidupkan maneh
speaker24_m_nn_utt11.wav,ora ana ragad kang terlalu gedhe
speaker24_m_nn_utt12.wav,wedhang apa kang paling apik
speaker24_m_nn_utt13.wav,ing endi sangalas yuta lapangan pakaryan kang kowe janjikan
speaker24_m_nn_utt14.wav,kowe arep lunga menyang ndi
speaker24_m_nn_utt15.wav,ayo nandur wit
speaker24_m_nn_utt16.wav,aku yakin kowe mesthi bisa
speaker24_m_nn_utt17.wav,dina iki udan
speaker24_m_nn_utt18.wav,mobil kowe wernane apa
speaker24_m_nn_utt19.wav,dheweke remen mangan kucing
speaker24_m_nn_utt20.wav,aku berteman karo ibumu sawengi
speaker24_m_nn_utt21.wav,regane ora ndean semahal iku
speaker24_m_nn_utt22.wav,masak banyu angel banget
speaker24_m_nn_utt23.wav,sekolah diwiwiti jam limang esuk
speaker24_m_nn_utt24.wav,apa iku gigitan wolung puluh pitu
speaker24_m_nn_utt25.wav,aku arep nginep ing hotel wengi iki
speaker24_m_nn_utt26.wav,ayo weruh linthang ing langit
speaker24_m_nn_utt27.wav,dheweke pracaya yen bumi arupa donat
speaker24_m_nn_utt28.wav,geneya kowe nganggo klambi kang padha saben dina
speaker24_m_nn_utt29.wav,aku nangis sawise ndeleng film iki
speaker24_m_nn_utt30.wav,dina iki dheweke ngampil akeh banget dhuwit kanggo dianggo berjudi
speaker25_f_nn_utt01.wav,sugeng sore kowe lagi ngapa saiki
speaker25_f_nn_utt02.wav,aku arep tuku pulsa ning konter
speaker25_f_nn_utt03.wav,kowe wis mangan sore durung iki
speaker25_f_nn_utt04.wav,tulung telpon aku yen wis tekan
speaker25_f_nn_utt05.wav,aku lagi nyiapke tas sekolah kanggo sesuk
speaker25_f_nn_utt06.wav,adhiku lagi sinau matematika ning kamar
speaker25_f_nn_utt07.wav,bapak lagi ngobrol karo tangga sebelah
speaker25_f_nn_utt08.wav,ibu arep menyang pasar tuku sayuran
speaker25_f_nn_utt09.wav,aku kepengin ngombe susu anget sak gelas
speaker25_f_nn_utt10.wav,kowe arep lunga menyang ngendi sesuk
speaker25_f_nn_utt11.wav,aku seneng banget mangan pecel lele
speaker25_f_nn_utt12.wav,sesuk aku libur sekolah seharian penuh
speaker25_f_nn_utt13.wav,ayo dolan bal ning lapangan sebelah
speaker25_f_nn_utt14.wav,kowe lagi sibuk apa saiki ora iso
speaker25_f_nn_utt15.wav,aku arep tidur siang jam siji
speaker25_f_nn_utt16.wav,tulung pinjemin aku bolpoin item sedhela
speaker25_f_nn_utt17.wav,aku wis siap berangkat kuliah saiki
speaker25_f_nn_utt18.wav,kowe tau ketemu karo dheweke durung
speaker25_f_nn_utt19.wav,aku lagi ngenteni kanca ning halte bis
speaker25_f_nn_utt20.wav,aja lupa nggawa buku pelajaran sesuk
speaker25_f_nn_utt21.wav,aku kepengin nonton film ning bioskop
speaker25_f_nn_utt22.wav,cuaca cerah banget cocok kanggo dolan
speaker25_f_nn_utt23.wav,kowe wis sarapan apa durung esuk
speaker25_f_nn_utt24.wav,aku arep ngepel lantai kamar kene
speaker25_f_nn_utt25.wav,tulung tutupke jendelane yen udan deres
speaker25_f_nn_utt26.wav,aku lagi males ngapa ngapa saiki
speaker25_f_nn_utt27.wav,kowe iso mampir omahku sore ora
speaker25_f_nn_utt28.wav,aku kepengin sinau masak nasi goreng
speaker25_f_nn_utt29.wav,ayo mangan bareng ning warteg cedhak
speaker25_f_nn_utt30.wav,sugeng sonten mugi wilujeng ing dalan
speaker26_f_nn_utt01.wav,urip iku mung sawang sinawang
speaker26_f_nn_utt02.wav,urip iku urup
speaker26_f_nn_utt03.wav,urip nang dunyo iku sakjane mung sepisan
speaker26_f_nn_utt04.wav,awakmu kudu sekolah men dadi uwong
speaker26_f_nn_utt05.wav,wong sabar rejekine jembar
speaker26_f_nn_utt06.wav,narimo ing pandum
speaker26_f_nn_utt07.wav,ojo dumeh karo sek saiki urip nang dunyo iku mung sementara
speaker26_f_nn_utt08.wav,sopo sing nandur yo kui sing bakal manen hasil
speaker26_f_nn_utt09.wav,fokus ojo guyon wae men gaweane enggal rampung
speaker26_f_nn_utt10.wav,nek arep urip e tentrem yo sholawat
speaker26_f_nn_utt11.wav,mergo seng nggawe urip luwih ngerti seko awakmu
speaker26_f_nn_utt12.wav,piye kabare nduk
speaker26_f_nn_utt13.wav,saiki dinten sebtu wayahe libur
speaker26_f_nn_utt14.wav,semoga enggal mari
speaker26_f_nn_utt15.wav,piye enak jamanku to
speaker26_f_nn_utt16.wav,dahar seenten e mawon nggih
speaker26_f_nn_utt17.wav,sugeng sonten kancaku
speaker26_f_nn_utt18.wav,sinau ojo dolanan hp wae
speaker26_f_nn_utt19.wav,tresno iku kadang koyo criping telo iso ajur nek ora ngati ati le nggowo
speaker26_f_nn_utt20.wav,tenangno pikirmu ayemno atimu gusti allah mboten sare
speaker26_f_nn_utt21.wav,ojo ngasi kenangan ngrusak masa depan
speaker26_f_nn_utt22.wav,kadang lathi iso gawe loroning ati
speaker26_f_nn_utt23.wav,sabar iku ingaran mustikaning laku
speaker26_f_nn_utt24.wav,dosa sing paling menyedihkan iku dosambat ora duwe duit
speaker26_f_nn_utt25.wav,wong menang iku wong sing bisa ngasorake priyanggane dhewe
speaker26_f_nn_utt26.wav,ojo gampang nyerah saben kesulitan mesti ono dalane
speaker26_f_nn_utt27.wav,tetep semangat awan peteng wis takdir nanging usaha tetep kudu mlaku
speaker26_f_nn_utt28.wav,ra perlu mbandingke uripmu karo wong liya saben uwong nduwe lakune dhewe
speaker26_f_nn_utt29.wav,yen kesel yo ngaso ojo nganti mandek sakdurunge tekan tujuanmu
speaker26_f_nn_utt30.wav,sing penting terus maju sanajan alon sing penting ora mundur
speaker27_m_nn_utt01.wav,sugeng enjang kowe wis sarapan durung
speaker27_m_nn_utt02.wav,aku arep menyang kampus saiki
speaker27_m_nn_utt03.wav,kowe menehi catetan kuliah wingi yo
speaker27_m_nn_utt04.wav,aku nyuwun tulung jelasno materi iki
speaker27_m_nn_utt05.wav,kowe saiki neng endi aku arep nyusul
speaker27_m_nn_utt06.wav,aku durung ngerti tugas iki kowe wis rampung
speaker27_m_nn_utt07.wav,kowe arep makan neng ngendi awan iki
speaker27_m_nn_utt08.wav,aku arep tuku kopi kowe melu ora
speaker27_m_nn_utt09.wav,kowe iso ngenteni aku limang menit
speaker27_m_nn_utt10.wav,aku kesel amarga kuliah saka esuk
speaker27_m_nn_utt11.wav,kowe wis siap kanggo presentasi
speaker27_m_nn_utt12.wav,aku arep nggarap tugas bareng kowe
speaker27_m_nn_utt13.wav,kowe oleh kirim file tugas saiki
speaker27_m_nn_utt14.wav,aku bali dhisik mengko wae tak terusno
speaker27_m_nn_utt15.wav,kowe wes ngerti jadwal ujian anyar
speaker27_m_nn_utt16.wav,aku nyuwun pangapunten yen telat tekan kelas
speaker27_m_nn_utt17.wav,kowe iso nuduhake dalan menyang laboratorium
speaker27_m_nn_utt18.wav,aku arep istirahat sebentar ing perpustakaan
speaker27_m_nn_utt19.wav,kowe oleh pinjem buku iki yen butuh
speaker27_m_nn_utt20.wav,aku krungu yen kelas dina iki dibatalke
speaker27_m_nn_utt21.wav,kowe wis nonton rekaman kuliah bar kuwi
speaker27_m_nn_utt22.wav,aku seneng yen kowe gelem kerja kelompok karo aku
speaker27_m_nn_utt23.wav,kowe arep mulih jam pira
speaker27_m_nn_utt24.wav,aku durung makan saka esuk
speaker27_m_nn_utt25.wav,kowe iso ngandhani aku yen dosen wis teka
speaker27_m_nn_utt26.wav,aku arep sinau neng ruang belajar kampus
speaker27_m_nn_utt27.wav,kowe wis daftar praktikum sing anyar
speaker27_m_nn_utt28.wav,aku arep latihan presentasi kowe iso ngrungokake sebentar
speaker27_m_nn_utt29.wav,kowe iso ngajari aku rumus iki
speaker27_m_nn_utt30.wav,aku matur nuwun akeh amarga kowe wis mbantu
speaker28_m_nn_utt1.wav,kowe mlaku mlaku ora katokan
speaker28_m_nn_utt10.wav,pas aku dolan jebul ketemu kowe neng dalan
speaker28_m_nn_utt11.wav,aku mau ketemu wong sing rupane mirip kowe nganti aku meh kleru nyapa
speaker28_m_nn_utt12.wav,sepurane aku keturon wektu nunggu balasanmu
speaker28_m_nn_utt13.wav,rantene sepedaku mau copot nang tengah dalan nganti aku bingung arep ndandani
speaker28_m_nn_utt14.wav,kowe nek guyon kok rai mu tetep serius wae
speaker28_m_nn_utt15.wav,nek kowe mlaku kok swarane banter
speaker28_m_nn_utt16.wav,kowe turu kok posisine aneh kaya cicak
speaker28_m_nn_utt17.wav,sak dina iki aku muter muter golek parkiran kosong nganti kesel
speaker28_m_nn_utt18.wav,aku weruh langit ireng kaya arep udan gedhe
speaker28_m_nn_utt19.wav,sakdurunge lungo aku wis wanti wanti nanging tetep wae kowe lali
speaker28_m_nn_utt2.wav,aku mau kleru mlebu ruangan nganti wong wonge podo ngdelok aku
speaker28_m_nn_utt20.wav,jarene dee urip joko
speaker28_m_nn_utt21.wav,kucingku kok seneng mangan jagung
speaker28_m_nn_utt22.wav,aku seneng iki mung koe seng ngerti
speaker28_m_nn_utt23.wav,arep cemburu kok dudu sopo sopone
speaker28_m_nn_utt24.wav,ora usah mbok angen angen wong seng mbiyen nglarani
speaker28_m_nn_utt25.wav,saiki aku wes sadar
speaker28_m_nn_utt26.wav,kurangku opo jajal kowe ngomongo
speaker28_m_nn_utt27.wav,kamarku saiki mambu cat anyar nganti sirahku muter
speaker28_m_nn_utt28.wav,aku iki gampang kepedesen sanajan mangan sambel sing ora pedes
speaker28_m_nn_utt29.wav,paketku mau dititipke nang tangga
speaker28_m_nn_utt3.wav,mau aku kesandung ember nganti banyune muncrat kabeh
speaker28_m_nn_utt30.wav,aku wis golek kunci saka jam siji ora ketemu pisan
speaker28_m_nn_utt4.wav,aku ora sengaja gelas sing tak sikat malah pecah
speaker28_m_nn_utt5.wav,sakdurunge adus aku nemokake sabunku klempit nang pojokan rak
speaker28_m_nn_utt6.wav,ra koyo koe sing gampang golek liyane
speaker28_m_nn_utt7.wav,kowe nek ngguyu kok nganti ndangak ngono kaya ketiban berkah mendadak
speaker28_m_nn_utt8.wav,sampek saiki dalan iku durung di dandani karo pemerintah
speaker28_m_nn_utt9.wav,tak sogok tak sogok
speaker29_f_nn_utt01.wav,kula badhe tumbas brambang lan bawang
speaker29_f_nn_utt02.wav,kula pados sayur ingkang tasih seger
speaker29_f_nn_utt03.wav,tolong dipilihaken ingkang sae nggih
speaker29_f_nn_utt04.wav,kula nyuwun tiganipun setunggal kilo
speaker29_f_nn_utt05.wav,ampun dicampur kalih ingkang bosok
speaker29_f_nn_utt06.wav,kula badhe mundhut gendhis jawi sekedhik
speaker29_f_nn_utt07.wav,reginipun radi awis sanget niki
speaker29_f_nn_utt08.wav,kula tawar gangsal ewu mawon nggih
speaker29_f_nn_utt09.wav,menawi angsal kirang kula borong sedaya
speaker29_f_nn_utt10.wav,kula pun biyasa langganan ten mriki
speaker29_f_nn_utt11.wav,pas ipun semonten mawon ampun mindhak
speaker29_f_nn_utt12.wav,nyuwun tulung ulamipun diresiki pisan
speaker29_f_nn_utt13.wav,ayamipun dipotong dados wolu
speaker29_f_nn_utt14.wav,kula nyuwun lombok rawit ingkang pedes
speaker29_f_nn_utt15.wav,tumbasipun sakedhik mawon kangge masak
speaker29_f_nn_utt16.wav,niki artanipun pas mboten sah susuk
speaker29_f_nn_utt17.wav,kula bayar ngge arta alit mawon
speaker29_f_nn_utt18.wav,nyuwun kresekipun didadosaken setunggal
speaker29_f_nn_utt19.wav,bungkusanipun dipisah mawon
speaker29_f_nn_utt20.wav,susukipun kagem ibu mawon
speaker29_f_nn_utt21.wav,kula badhe nambah tempenipun setunggal
speaker29_f_nn_utt22.wav,buahipun katingal manis sanget
speaker29_f_nn_utt23.wav,kula pados lisah goreng kemasan botol
speaker29_f_nn_utt24.wav,mangke kula mriki malih menawi cocok
speaker29_f_nn_utt25.wav,nyuwun tulung ditali ingkang rapet
speaker29_f_nn_utt26.wav,kula badhe ningali ningali rumiyin
speaker29_f_nn_utt27.wav,sampun cekap blanjanipun
speaker29_f_nn_utt28.wav,matur nuwun sanget nggih
speaker29_f_nn_utt29.wav,mugi mugi daganganipun laris manis
speaker29_f_nn_utt30.wav,kula pamit wangsul rumiyin
speaker30_m_nn_utt01.wav,atiku bungah banget weruh kowe teka
speaker30_m_nn_utt02.wav,aku isin banget nalika ketemu mantan
speaker30_m_nn_utt03.wav,dheweke nesu amarga dijak ngguyu
speaker30_m_nn_utt04.wav,aku kangen banget karo kampung halaman
speaker30_m_nn_utt05.wav,awakku kesel banget nganti ora kuat mlaku
speaker30_m_nn_utt06.wav,langite mendung kayake arep udan
speaker30_m_nn_utt07.wav,srengenge terik banget nganti kulitku gosong
speaker30_m_nn_utt08.wav,angin sepoi sepoi nyenengake ati
speaker30_m_nn_utt09.wav,peteng ndhedhet ora katon apa apa
speaker30_m_nn_utt10.wav,embun isih netes ning godhong godhongan
speaker30_m_nn_utt11.wav,aku lagi padu karo bojoku gara gara sepele
speaker30_m_nn_utt12.wav,tangga sebelah mau nyilih gula sakilo
speaker30_m_nn_utt13.wav,koncoku ngajak kondangan ning omah sepupune
speaker30_m_nn_utt14.wav,pakdhe teka nggawa oleh oleh saka jakarta
speaker30_m_nn_utt15.wav,aku tau ndeleng ufo ning langit wengi
speaker30_m_nn_utt16.wav,motore mogok neng tengah dalan sepi
speaker30_m_nn_utt17.wav,dompetku ilang ning bis amarga dicolong
speaker30_m_nn_utt18.wav,aku kesasar ning alas amarga salah dalan
speaker30_m_nn_utt19.wav,awakku melu lomba makan kerupuk ning ha u te er i
speaker30_m_nn_utt20.wav,aku pengin bisa mabur menyang luar negeri
speaker30_m_nn_utt21.wav,cita citaku arep dadi dokter hewan
speaker30_m_nn_utt22.wav,sesuk aku kudu nglamar gaweyan anyar
speaker30_m_nn_utt23.wav,yen wis lulus aku arep nikah karo pacarku
speaker30_m_nn_utt24.wav,muga muga awakku bisa lolos ujian iki
speaker30_m_nn_utt25.wav,pecel lele ning warung pojok enak tenan rasane
speaker30_m_nn_utt26.wav,aku pengen mangan soto
speaker30_m_nn_utt27.wav,bossku galak banget yen karyawan telat mlebu
speaker30_m_nn_utt28.wav,ponakan wis bisa mlaku dhewe umur setahun
speaker30_m_nn_utt29.wav,simbah putri lagi ngalem ning kamar
speaker30_m_nn_utt30.wav,kucingku mlayu ngebut ngoyak tikus
speaker31_m_nn_utt01.wav,sejumlah pangguna motor nang suroboyo ngeluh motore mogok sakwise ngisi bahan bakar minyak jenis pertalite nang es pe be u pertamina setempat
speaker31_m_nn_utt02.wav,sakdurunge kehebohan sing podo pisan sempet kedadian nang tuban
speaker31_m_nn_utt03.wav,salah siji warga sing ngeluh yaiku irfan wong sidoyoso kecamatan simokerto kota suroboyo
speaker31_m_nn_utt04.wav,aku mulih disik yo
speaker31_m_nn_utt05.wav,sesuk ketemu maneh
speaker31_m_nn_utt06.wav,ojo kesusu
speaker31_m_nn_utt07.wav,lawange tulung ditutup
speaker31_m_nn_utt08.wav,masakane enak tenan
speaker31_m_nn_utt09.wav,aku arep gawe kopi
speaker31_m_nn_utt10.wav,kowe mangkat jam piro
speaker31_m_nn_utt11.wav,aku lagi sinau
speaker31_m_nn_utt12.wav,wis rampung durung tugase
speaker31_m_nn_utt13.wav,aku ngelak golek es yuk
speaker31_m_nn_utt14.wav,hape ku batrene entek
speaker31_m_nn_utt15.wav,wah kok iso
speaker31_m_nn_utt16.wav,mugo mugo kabeh lancar
speaker31_m_nn_utt17.wav,kapan kapan dolan mrene maneh yo
speaker31_m_nn_utt18.wav,aku bar tangi turu
speaker31_m_nn_utt19.wav,tulung pesenno kopi siji
speaker31_m_nn_utt20.wav,aku yo melu
speaker31_m_nn_utt21.wav,durung ngerti aku
speaker31_m_nn_utt22.wav,titip salam kanggo ibumu
speaker31_m_nn_utt23.wav,rasane kok rodo adem
speaker31_m_nn_utt24.wav,ojo lali jupuk pakete
speaker31_m_nn_utt25.wav,aku kudu nabung sik
speaker31_m_nn_utt26.wav,kowe pinter banget e
speaker31_m_nn_utt27.wav,awas ati ati nang dalan
speaker31_m_nn_utt28.wav,yo wis ngono wae
speaker31_m_nn_utt29.wav,iyo bener kuwi
speaker31_m_nn_utt30.wav,jajal panganan iki enak lho
speaker32_m_nn_utt01.wav,bapakku nduwe usaha ngingu pitik sing terkenal ning desaku
speaker32_m_nn_utt02.wav,lima kandang pitik dideleh ning mburi omah
speaker32_m_nn_utt03.wav,saben kandang pitik kui ukurane lima ping enem meter sing cukup dinggoni seket pitik
speaker32_m_nn_utt04.wav,aku saben esuk ngewangi bapak makani pitik pitik gen cepet gedhe lan iso payu larang
speaker32_m_nn_utt05.wav,pakan pitik sing dicepakne nggo makani macem macem mulai seko beras jagung nganti dedak
speaker32_m_nn_utt06.wav,ben oleh rego murah pakan kui dituku seko tengkulak sing wis dadi langganan suwe
speaker32_m_nn_utt07.wav,tigan seko pitik pitik iku dijupuki saben dino nek nemu
speaker32_m_nn_utt08.wav,saiki keluargaku iso nggawe usaha dewe
speaker32_m_nn_utt09.wav,aku dewe seneng banget sinau soal ngingu pitik langsung karo bapak
speaker32_m_nn_utt10.wav,aku duweni cita cita yen suk gedhe bakal iso nerusne usahane bapakku gen luweh gedhe
speaker32_m_nn_utt11.wav,pas bali sekolah aku karo kanca kancaku mangkat niliki andi
speaker32_m_nn_utt12.wav,andi wis ra mlebu sekolah seminggu
speaker32_m_nn_utt13.wav,krungu krungu andi ki loro tipes
speaker32_m_nn_utt14.wav,aku mbek konco konco inisiatif urunan gawakne roti lan buah sing disenengi andi
speaker32_m_nn_utt15.wav,aku lan koncoku numpak onthel bareng sisan bali
speaker32_m_nn_utt16.wav,ndilalahe pas nek tengah dalan ora sengojo ban othelku kecubles paku
speaker32_m_nn_utt17.wav,akhire aku golek tambal ban dikancani edo
speaker32_m_nn_utt18.wav,bejane pas kui ra ono tambal ban
speaker32_m_nn_utt19.wav,yawis onthelku tak gowo bali disik terus aku nggonceng edo
speaker32_m_nn_utt20.wav,aku matur suwun banget karo edo
speaker32_m_nn_utt21.wav,mergo edo gelem tak goncengi mangkat mulih dino kui
speaker32_m_nn_utt22.wav,sedino saurunge dino ulang tahunku
speaker32_m_nn_utt23.wav,aku diajak bapak tumbas klambi anyar nggo dingo pas acara kui
speaker32_m_nn_utt24.wav,ruang tamu omahku yo dihias karo balon balon lan pita sing meriah banget
speaker32_m_nn_utt25.wav,ibukku pesen roti ulang tahun sing bentuke minion koyo sing tak senengi
speaker32_m_nn_utt26.wav,sesuke koncoku do teko nggowo hadiah
speaker32_m_nn_utt27.wav,enek sing ngekeki kado buku pensil tas mbek sepatu
speaker32_m_nn_utt28.wav,aku seneng banget pas kui
speaker32_m_nn_utt29.wav,ora kroso minggu ngarep wis preian sekolah
speaker32_m_nn_utt30.wav,aku lan keluarga duwe rencana bakal dolan menyang griyane kakungku ning gunung sari
speaker33_m_nn_utt01.wav,kula nyuwun idin rumiyin supados saged mlebet
speaker33_m_nn_utt02.wav,panjenengan kersa maringi penjelasan langkung cetha
speaker33_m_nn_utt03.wav,mugi rapat enjing saged lumampah kanthi tertib
speaker33_m_nn_utt04.wav,kula nyuwun tulung supados dipun wangsuli enggal
speaker33_m_nn_utt05.wav,panjenengan sampun siyap kangge miwiti pakaryan dinten menika
speaker33_m_nn_utt06.wav,mugi lelampahan panjenengan tansah pinaringan wilujeng
speaker33_m_nn_utt07.wav,kula badhe nerusake sinau sasampunipun dhahar
speaker33_m_nn_utt08.wav,panjenengan kersa nyuwun ngentosi sakderengipun kula rampung makarya
speaker33_m_nn_utt09.wav,nyuwun sewu menawi kula taksih mboten mangertos
speaker33_m_nn_utt10.wav,mugi panjenengan kersa maringi pitutur supados kula mboten kalepatan
speaker33_m_nn_utt11.wav,kula badhe nyerat layang resmi kangge kaping pisan
speaker33_m_nn_utt12.wav,panjenengan saged maringi dhawuh menapa ingkang dipun perlokaken
speaker33_m_nn_utt13.wav,mugi berkas punika saged panjenengan waca menawi sampun gadhah wekdal
speaker33_m_nn_utt14.wav,kula ngaturaken panuwun sanget dhumateng panjenengan
speaker33_m_nn_utt15.wav,panjenengan sageda mirsani paparan punika kanthi teliti
speaker33_m_nn_utt16.wav,menawi dipun paringi wekdal kula badhe maringi klarifikasi
speaker33_m_nn_utt17.wav,mugi tugas punika saged rampung kanthi lancar
speaker33_m_nn_utt18.wav,kula nyuwun pamrayoga panjenengan kangge pambiji pungkasan
speaker33_m_nn_utt19.wav,panjenengan saged maringi panglipur nalika kula nembe angel
speaker33_m_nn_utt20.wav,kula badhe nyiapake cathetan supados saged dipun lampahi bebarengan
speaker33_m_nn_utt21.wav,mugi panjenengan tansah pinaringan kasehatan lan wilujeng
speaker33_m_nn_utt22.wav,nyuwun idin kula medal sekedhap rumiyin
speaker33_m_nn_utt23.wav,panjenengan badhe tindak dhateng pundi sasampunipun punika
speaker33_m_nn_utt24.wav,menawi panjenengan mboten sibuk kula ajeng nyuwun piwulang
speaker33_m_nn_utt25.wav,mugi pitedah panjenengan saged ndadosaken pepadhang kangge kula
speaker33_m_nn_utt26.wav,kula saweg nyobi makarya kanthi langkung rikat
speaker33_m_nn_utt27.wav,panjenengan saged paring cathetan menawi wonten ingkang kirang
speaker33_m_nn_utt28.wav,mugi panjenengan kersa maringi wekdal setunggal kalih menit
speaker33_m_nn_utt29.wav,kula ngaturaken sembah nuwun sanget amargi pitulungan panjenengan
speaker33_m_nn_utt30.wav,panjenengan kersa ngendika malih supados kula langkung mangertos
speaker34_m_nn_utt01.wav,aku arep mangan dhisik
speaker34_m_nn_utt02.wav,koe lagi neng ndi
speaker34_m_nn_utt03.wav,aku ra paham maksude opo
speaker34_m_nn_utt04.wav,ayo nongkrong bareng bengi iki
speaker34_m_nn_utt05.wav,iki wis bener durung
speaker34_m_nn_utt06.wav,aku arep bali saiki
speaker34_m_nn_utt07.wav,koe wis siap durung
speaker34_m_nn_utt08.wav,laptopku mati dewe
speaker34_m_nn_utt09.wav,dina iki panas banget
speaker34_m_nn_utt10.wav,ojo lali mateni lampu
speaker34_m_nn_utt11.wav,aku kesel banget dina iki
speaker34_m_nn_utt12.wav,koe wis krungu kabare durung
speaker34_m_nn_utt13.wav,mangkat saiki wae ben cepet rampung
speaker34_m_nn_utt14.wav,iki barangmu tak simpen kene yo
speaker34_m_nn_utt15.wav,koe lagi mikir opo
speaker34_m_nn_utt16.wav,aku ora melu aku sibuk saiki
speaker34_m_nn_utt17.wav,ojo gampang nesu
speaker34_m_nn_utt18.wav,aku ra yakin karo omongane
speaker34_m_nn_utt19.wav,aku lagi ngenteni wong
speaker34_m_nn_utt20.wav,panjenengan badhe tindak pundi
speaker34_m_nn_utt21.wav,mangga pinarak rumiyin
speaker34_m_nn_utt22.wav,matur nuwun kula lenggah mriki mawon
speaker34_m_nn_utt23.wav,kula piyambakan mawon
speaker34_m_nn_utt24.wav,mangga dipun coba rumiyin
speaker34_m_nn_utt25.wav,kula ngaturaken salam saking keluarga
speaker34_m_nn_utt26.wav,kula ngraosaken hawa mendung
speaker34_m_nn_utt27.wav,kula pamit rumiyin
speaker34_m_nn_utt28.wav,matur nuwun mugi panjenengan ugi
speaker34_m_nn_utt29.wav,persiapan iku penting banget
speaker34_m_nn_utt30.wav,aku arep mlaku mlaku ben ora sedih
speaker35_m_n_utt01.wav,sugeng enjing bapak ibu
speaker35_m_n_utt02.wav,kula nyuwun pangapunten
speaker35_m_n_utt03.wav,panjenengan badh tindak pundi
speaker35_m_n_utt04.wav,menapa panjenengan kersa dhahar
speaker35_m_n_utt05.wav,bapak saweg maos koran
speaker35_m_n_utt06.wav,ibu nembe masak ing pawon
speaker35_m_n_utt07.wav,mangga dipun unjuk kopinipun
speaker35_m_n_utt08.wav,griya kula tebih saking kitha
speaker35_m_n_utt09.wav,kula badh tumbas jajan pasar
speaker35_m_n_utt10.wav,sampun dangu mboten kepanggih
speaker35_m_n_utt11.wav,wekdal sampun sonten
speaker35_m_n_utt12.wav,nyuwun pirsa niki jam pinten
speaker35_m_n_utt13.wav,sepurane aku telat teka
speaker35_m_n_utt14.wav,kowe wis mangan durung
speaker35_m_n_utt15.wav,ayo dolan menyang omahku
speaker35_m_n_utt16.wav,aku lagi kesel banget saiki
speaker35_m_n_utt17.wav,ojo lali nggarap pr mu
speaker35_m_n_utt18.wav,wingi aku weruh kowe ing toko
speaker35_m_n_utt19.wav,sepedhahku rusak kudu didandani
speaker35_m_n_utt20.wav,cuacane panas banget dina iki
speaker35_m_n_utt21.wav,buku kuwi duwekku
speaker35_m_n_utt22.wav,sesuk arep nandi kowe
speaker35_m_n_utt23.wav,aku seneng banget karo masakan iki
speaker35_m_n_utt24.wav,banyune adhem tenan
